title,author,pub,date,price,grade
"Cryptocurrency, DeFi and NFT - 2 Books in 1",,,,"39,670",
"How to Invest in Cryptocurrency, Bitcoin, Defi and NFT - 2 Books in 1",,,,"39,670",
"The Complete Guide to Bitcoin, Cryptocurrency and NFT - 2 Books in 1",,,,"53,840",
"Bitcoin, DeFi and NFT - 2 Books in 1",,,,"53,840",
"Bitcoin, Cryptocurrency, NFT and DeFi",,,,"48,170",
"The Complete Guide to Bitcoin, Cryptocurrency and NFT - 2 Books in 1",,,,"39,670",
"Bitcoin, DeFi and NFT - 2 Books in 1",,,,"39,670",
"Bitcoin, Cryptocurrency, NFT and DeFi",,,,"34,000",
NFT,,,,"43,920",
NFT,,,,"29,740",
Mastering NFT: Create and Sell Non-Fungible Tokens,,,,"28,330",
METAVERSE INVESTING 2022,,,,"35,360",
Strategische Markenfuhrung Fur Konsumguter. Der Identitatsorientierte Ansatz ALS Managementkonzept Der Zukunft?,,,,"70,730",
China - Weltwirtschaftsmacht der Zukunft?,,,,"19,700",
"""Chinindia"" - Futurologie oder nahe Zukunft?",,,,"22,530",
"Zinn - Metall Der Antike, Gegenwart, Zukunft",,,,"69,300",
